calories,carbohydrates,cholesterol,cook_time,course,cuisine,description,fat,fiber,full_name,image_url,ingredient_count,ingredients,instructions,monounsaturated_fat,notes,polyunsaturated_fat,potassium,prep_time,protein,recipe_id,saturated_fat,serving,sodium,sugar,title,fall,pumpkin,spring,summer,winter
286,31.0,91.0,25.0,Main Course,American,"Find the perfect comfort meal in this ,. Homemade cajun meatballs, veggies, and potatoes are simmered in a stewy beef broth. The cajun seasoning is perfectly spicy, and intensely flavorful which makes this rich stew one that'll make you warm and cozy. ",9.0,3.0,Cajun Meatball Stew Recipe with Homemade Meatballs,https://ohsnapmacros.com/wp-content/uploads/2023/10/cajunmeatballstew-27-300x300.jpg,25,"[{'amount': '3', 'unit': 'Tbsp.', 'name': 'smoked paprika', 'notes': None}, {'amount': '1.5', 'unit': 'Tbsp.', 'name': 'salt', 'notes': None}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'garlic powder', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'onion powder', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'dried oregano', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'cayenne pepper', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'fresh ground black pepper', 'notes': None}, {'amount': '1', 'unit': 'lb', 'name': 'lean ground chicken', 'notes': None}, {'amount': '1/4', 'unit': 'cup', 'name': 'Italian breadcrumbs', 'notes': None}, {'amount': '1', 'unit': 'large', 'name': 'egg', 'notes': None}, {'amount': '2', 'unit': 'cloves', 'name': 'garlic', 'notes': 'minced'}, {'amount': '2', 'unit': 'tsp.', 'name': 'Cajun seasoning', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'olive oil', 'notes': 'for cooking'}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'olive oil', 'notes': None}, {'amount': '1', 'unit': 'large', 'name': 'yellow onion', 'notes': 'diced'}, {'amount': '1', 'unit': 'cup', 'name': 'celery', 'notes': 'diced'}, {'amount': '1', 'unit': 'clove', 'name': 'garlic', 'notes': 'minced'}, {'amount': '2', 'unit': 'cups', 'name': 'carrots', 'notes': 'sliced into rounds'}, {'amount': '2.5', 'unit': 'cups', 'name': 'low sodium beef broth', 'notes': 'or chicken'}, {'amount': '1 ', 'unit': 'can', 'name': 'diced tomatoes', 'notes': '14.5 oz'}, {'amount': '1.5', 'unit': 'lbs.', 'name': 'russet potatoes', 'notes': 'peeled and diced'}, {'amount': '2', 'unit': None, 'name': 'bay leaves', 'notes': None}, {'amount': '2', 'unit': 'tsp.', 'name': 'Cajun seasoning', 'notes': '3-4 tsp. for spicy'}, {'amount': None, 'unit': None, 'name': 'salt and pepper', 'notes': 'to taste'}, {'amount': None, 'unit': None, 'name': 'fresh parsley', 'notes': 'chopped, for garnish'}]","In a large mixing bowl, combine ground chicken, bread crumbs, egg, garlic and 2 tsp. Cajun seasoning. Mix meatball ingredients until just combined. Roll the mixture into 12 equal 2-inch meatballs, approximately 45 grams each. Set aside.,In a large pot or Dutch oven, heat 1 tablespoon of olive oil over medium heat. Add the meatballs in batches, making sure not to overcrowd the pot. Brown meatballs on all sides, then remove them and set aside. They don't need to be fully cooked at this point. ,In the same pot, add the remaining tablespoon of olive oil. Add the diced onion, celery, and carrots. Sauté until the onions are translucent. Add the minced garlic and sauté for another minute.,Pour in the beef broth and diced tomatoes (with their juices). Scrape the bottom of the pot with a wooden spoon to release any brown bits of meatball drippings. Bring the mixture to a simmer. Add the diced potatoes, bay leaves, and 2 tsp. Cajun seasoning (more for extra spicy). Stir well.  Gently add the meatballs back into the pot.,Reduce the heat to low, cover, and let the stew simmer for about 20-25 minutes, or until the potatoes are tender and the meatballs are cooked through.,Once cooked through, serve and top with fresh chopped parsley. ",4.0,"chopped, for garnish",1.0,751.0,15.0,21.0,36039,2.0,6,1169.0,5.0,Cajun Meatball Stew,0,0,0,0,1
125,5.0,27.0,30.0,"Appetizer, Side Dish",American,"This high-protein, low fat hot , is the perfect party appetizer! A creamy lightened-up version of the classic filled with decadent cheeses, fresh crab meat, artichoke hearts and zero guilt.",5.0,,High Protein Low-Calorie Crab Spinach and Artichoke Dip,https://ohsnapmacros.com/wp-content/uploads/2023/11/crabartichokespinachdip-300x300.jpg,16,"[{'amount': '1', 'unit': 'cup', 'name': 'low-fat cottage cheese', 'notes': '220g'}, {'amount': '1', 'unit': 'cup', 'name': 'non-fat Greek yogurt', 'notes': '226g'}, {'amount': '1/4', 'unit': 'cup', 'name': 'light mayoniase', 'notes': '60g'}, {'amount': '4', 'unit': 'cloves', 'name': 'garlic', 'notes': 'minced'}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'lemon juice', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': '1/4', 'unit': 'tsp', 'name': 'black pepper or fresh cracked pepper', 'notes': 'to taste'}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'crushed red pepper flakes', 'notes': 'optional'}, {'amount': '8', 'unit': 'oz.', 'name': None, 'notes': 'fresh or canned'}, {'amount': '8', 'unit': 'oz.', 'name': 'frozen spinach', 'notes': 'thawed and squeezed dry'}, {'amount': '7.6', 'unit': 'oz.', 'name': 'jarred artichoke hearts', 'notes': 'drained and chopped'}, {'amount': '1/2', 'unit': 'cup', 'name': 'parmesan cheese', 'notes': 'shredded or grated, 56g'}, {'amount': '1/4', 'unit': 'cup', 'name': 'Monterey Jack cheese', 'notes': 'shredded, 28g'}, {'amount': '2', 'unit': None, 'name': 'green onions', 'notes': 'thinly sliced, for garnish'}, {'amount': None, 'unit': None, 'name': 'fresh parsley ', 'notes': 'chopped, for garnish'}, {'amount': None, 'unit': None, 'name': 'dash of hot sauce', 'notes': None}]","Preheat your oven to 375 degrees Fahrenheight. Begin by preparing all your ingredients. Drain and rinse the crab meat ensuring there are no shells. Thaw the frozen spinach and use paper towels or a clean kitchen towel to squeeze out all the excess moisture. Chop the artichoke hearts and set aside.,In a blender, food processor or a immersion blender, puree the cottage cheese until smooth. This will create a creamy base for the dip.,In a large mixing bowl, combine the smoothed cottage cheese, Greek yogurt, light maypnnaise, minced garlic, lemon juice, salt, black pepper, and red pepper flakes if using. Stir until well combined.,Fold in the crab meat, squeezed spinach, chopped artichokes, and half of the Parmesan cheese. Mix until all ingredients are evenly distributed.,Pour the mixture into a 8×8-inch baking dish, spreading it out evenly. Sprinkle the top with the remaining Parmesan cheese and the shredded monterey jack.,Place the baking dish in the preheated oven and bake for 25-30 minutes, or until the top is golden brown and the edges are nice and bubbly. You can broil the top for 1-2 minutes at the end to really brown the top if preferred. ,Remove from the oven and allow to cool slightly before garnishing with sliced green onions and chopped fresh parsley. ",1.0,,1.0,44.0,15.0,13.0,36985,2.0,10,428.0,2.0,Crab Spinach Artichoke Dip,0,0,0,0,1
233,33.0,15.0,15.0,Main Course,Italian,"Nothing says classic comfort food like this ,. A lightened-up rich and creamy alfredo sauce tossed with fettuccine noodles and comes together all directly in your instant pot. This is a perfect recipe for busy weeknights or romantic nights in. ",6.0,2.0,Lightened Up Instant Pot Fettuccine Alfredo (13g protein),https://ohsnapmacros.com/wp-content/uploads/2023/04/instantpotfettuccinialfredo-300x300.jpg,12,"[{'amount': '8', 'unit': 'oz', 'name': 'fettuccine noodles', 'notes': 'uncooked'}, {'amount': '1 1/2', 'unit': 'cup', 'name': 'low sodium chicken broth', 'notes': None}, {'amount': '1', 'unit': 'cup', 'name': 'water', 'notes': None}, {'amount': '2', 'unit': None, 'name': 'cloves garlic', 'notes': 'minced'}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': '1/4', 'unit': 'tsp.', 'name': 'black pepper', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'olive oil', 'notes': None}, {'amount': '1', 'unit': 'cup', 'name': 'low fat 1% milk', 'notes': None}, {'amount': '1.5', 'unit': 'Tbsp.', 'name': 'arrowroot powder', 'notes': None}, {'amount': '3/4', 'unit': 'cup', 'name': 'Parmesan cheese', 'notes': 'grated'}, {'amount': '1/2', 'unit': 'cup', 'name': 'non-fat plain Greek Yogurt', 'notes': None}, {'amount': None, 'unit': None, 'name': 'fresh parsley', 'notes': 'chopped (optional)'}]","Break the fettuccine noodles in half and place them into the Instant Pot. Pour the chicken broth, water, and olive oil over the noodles, making sure that they are mostly submerged. Add the minced garlic, salt, and pepper on top.,Close the Instant Pot lid, making sure the pressure release valve is set to “sealing.” Select “Pressure Cook” or “Manual” mode and set the timer for 6 minutes at high pressure.,While the pasta is cooking, whisk together the fat-free milk and arrowroot powder in a small bowl until smooth. Set aside.,Once the Instant Pot timer is up, carefully perform a quick release of pressure by turning the valve to “venting.” Wait for the pressure to fully release before opening the lid.,Pour the milk and arrowroot mixture into the Instant Pot, stirring well to combine with the cooked noodles. Turn on the “Sauté” function and cook for an additional 3-5  minutes, stirring constantly, until the sauce has thickened.,Turn off the Instant Pot and add in the grated Parmesan cheese, stirring until melted and well incorporated. ,Finally, stir in the non-fat plain Greek yogurt until the sauce is smooth and creamy.,Top with fresh chopped parsley and enjoy your instant pot fettuccine alfredo.",,chopped (optional),,100.0,10.0,13.0,28514,3.0,6,473.0,4.0,Instant Pot Fettuccine Alfredo,0,0,0,0,1
171,17.3,3.1,2.0,Salad,American,"The perfect , for the holidays. This salad has just the right amount of crisp and crunch, it is full of flavors and topped with a creamy maple balsamic vinaigrette that could be used on any salad. ",10.7,4.1,Shaved Brussels Sprout Salad,https://ohsnapmacros.com/wp-content/uploads/2022/11/ohsnapmacros-80411-300x300.jpg,14,"[{'amount': '1', 'unit': 'lbs.', 'name': 'fresh brussels sprouts', 'notes': None}, {'amount': '1/2', 'unit': None, 'name': 'pear', 'notes': '4 oz.'}, {'amount': '1/2', 'unit': None, 'name': 'fuji apple ', 'notes': '3 oz.'}, {'amount': '1/2', 'unit': 'cup', 'name': 'pomegranate seeds ', 'notes': None}, {'amount': '1', 'unit': 'oz.', 'name': 'queso fresco', 'notes': 'crumbled '}, {'amount': '1/4', 'unit': 'cup', 'name': 'dried cranberries', 'notes': '40g'}, {'amount': '1/4', 'unit': 'cup', 'name': 'chopped pecans', 'notes': '30g'}, {'amount': '1/4', 'unit': 'cup', 'name': 'balsamic vinegar ', 'notes': '57g'}, {'amount': '1/4', 'unit': 'cup', 'name': 'olive oil', 'notes': '55g'}, {'amount': '2', 'unit': 'tbsp.', 'name': None, 'notes': '30ml'}, {'amount': '1', 'unit': 'tsp.', 'name': 'dijon mustard ', 'notes': '15ml'}, {'amount': None, 'unit': None, 'name': 'lemon juice ', 'notes': '10ml'}, {'amount': None, 'unit': None, 'name': 'pinch of salt ', 'notes': None}, {'amount': None, 'unit': None, 'name': 'fresh cracked pepper', 'notes': None}]","Add all vinaigrette ingredients to a mason jar, salad dressing container or container with a lid. Shake to combine and set aside. This can be made up to two weeks (!!) ahead of time, store in the refrigerator until ready to use. ,Remove any loose, broken or wilted leaves, cut off the ends and cut the brussels sprouts in half. Then using a sharp knife cut into shreds. Add the brussels to a large bowl. ,Chop the apple and pear into bite size pieces and save a few sliced for on top. Add to the bowl with the shaved brussels sprouts. ,Add dried cranberries, raw or toasted pecans, crumble queso fresco and top with the vinaigrette. Mix to combine and serve. ",6.5,,1.5,298.8,15.0,3.1,17867,1.8,8,64.8,10.5,Shaved Brussels Sprout Salad,0,0,0,0,1
361,5.0,131.0,5.0,"Appetizer, Main Course",American,"These tender , are a meat lovers dream. Cajun seasoned steak is quickly seared in butter to create crispy edges, a juicy inside and ready in just a couple of minutes. This high protein recipe makes a great appetizer or add a delicious side for a meal to make your mouth water. ",22.0,,Easy Cajun Steak Bites with Homemade Seasoning,https://ohsnapmacros.com/wp-content/uploads/2023/10/cajunsteakbites-300x300.jpg,10,"[{'amount': '1.5', 'unit': 'lbs.', 'name': 'top sirloin', 'notes': 'trimmed and cubed'}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'cajun seasoning ', 'notes': '2 1/2 for extra heat'}, {'amount': '1/2', 'unit': 'Tbsp.', 'name': 'butter', 'notes': 'or coconut oil'}, {'amount': '3', 'unit': 'Tbsp.', 'name': 'smoked paprika', 'notes': None}, {'amount': '1.5', 'unit': 'Tbsp.', 'name': 'salt', 'notes': None}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'garlic powder', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'onion powder', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'dried oregeno', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'cayenne pepper', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'fresh ground black pepper', 'notes': None}]","In a small bowl or mason jar, combine the Cajun seasoning and set aside. You will only use 1.5 Tbsp. of this seasoning but can use it on many other recipes.,Cut the steak into 1 inch cubes. Place in a mixing bowl and add the 2 Tbsp. cajun seasoning. Mix to fully coat. ,In a medium cast iron skillet or skillet, heat the butter until melted over medium high heat. Add the steak to the pan of melted butter. Cook for at least 2 minutes before stirring the steak pieces so that you get a good sear on them. Continue cooking for another 2 minutes until they’re golden brown and cooked to your liking. ,Remove and serve with sides like mashed potatoes and roasted vegetables. ",1.0,,,1.0,5.0,35.0,37380,10.0,4,361.0,,Cajun Steak Bites,0,0,0,0,1
449,56.0,65.0,20.0,Main Course,Italian,"This , is filled with fresh broccoli, spicy homemade cajun seasoning, tender chicken and a creamy lightened-up alfredo sauce. Using only one pot, this vegetable-loaded pasta dish is an easy weeknight meal that packs an extra spicy punch of flavor. ",9.0,7.0,Lightened Up 30-Minute Cajun Chicken And Broccoli Alfredo,https://ohsnapmacros.com/wp-content/uploads/2023/11/cajunchickenalfredowithbroccoli-300x300.jpg,26,"[{'amount': '1.5', 'unit': 'lbs.', 'name': 'boneless skinless chicken breasts', 'notes': 'thinly sliced and chopped'}, {'amount': '3', 'unit': 'Tbsp.', 'name': 'cajun seasoning', 'notes': 'for chicken'}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'olive oil', 'notes': None}, {'amount': '1', 'unit': None, 'name': 'red bell pepper', 'notes': 'thinly sliced '}, {'amount': '1', 'unit': None, 'name': 'orange bell pepper', 'notes': 'thinly sliced'}, {'amount': '1', 'unit': None, 'name': 'yellow bell pepper', 'notes': 'thinly sliced'}, {'amount': '2', 'unit': 'cups', 'name': 'broccoli florets ', 'notes': None}, {'amount': '1/2', 'unit': 'large', 'name': 'yellow onion', 'notes': 'diced'}, {'amount': '2', 'unit': 'cloves', 'name': 'garlic', 'notes': 'minced'}, {'amount': '8', 'unit': 'oz.', 'name': 'Barilla Protein Plus Pasta Spaghetti', 'notes': 'broken in half '}, {'amount': '2', 'unit': 'cups', 'name': 'fat free half and half', 'notes': None}, {'amount': '2.5', 'unit': 'cups', 'name': 'low sodium chicken broth', 'notes': None}, {'amount': '1-2', 'unit': 'tsp.', 'name': 'Cajun seasoning', 'notes': 'for sauce'}, {'amount': '1/2', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': None, 'unit': None, 'name': 'fresh cracked pepper', 'notes': None}, {'amount': '1', 'unit': 'medium', 'name': 'zucchini ', 'notes': 'spiralized, 8 oz.'}, {'amount': '1/2', 'unit': 'cup', 'name': 'Parmesan Romano Cheese blend, shredded', 'notes': '56g'}, {'amount': '3', 'unit': 'Tbsp.', 'name': 'smoked paprika', 'notes': None}, {'amount': '1.5 ', 'unit': 'Tbsp.', 'name': 'salt', 'notes': None}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'garlic powder', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'onion powder', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'dried oregano ', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'cayenne pepper', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'fresh ground black pepper', 'notes': None}, {'amount': None, 'unit': None, 'name': 'fresh parsley', 'notes': 'for serving'}, {'amount': None, 'unit': None, 'name': 'shredded parmesan cheese', 'notes': 'for serving'}]","Add the sliced and chopped chicken to a large mixing bowl and top with 3 Tbsp. cajun seasoning. Mix to ensure all sides are coated with the seasoning.,In a deep skillet or dutch oven with high sides, heat the olive oil over medium-high heat. Add the chicken slices and cook until golden brown and cooked through, approximately 5 minutes. Once cooked, transfer the chicken to a plate and set aside.,Add the peppers, broccoli, onion and garlic to the same skillet and sauté until softened. ,Pour the half and half and chicken broth in with the vegetables. If you want mild (still spicy as this is a cajun dish) add 1 tsp. of cajun seasoning to the mixture along with salt and pepper. If you want spicy, add 2 tsp. of cajun seasoning and stir to combine.,Break the spaghetti noodles in half and add to the pot in a criss cross pattern. This helps them cook through and not stick together in the pot. Press the noodles down so they’re submerged in the liquid to cook. ,Bring the mixture to a boil, then reduce the heat to low. Cover the pot and let simmer for about 10-15 minutes or until the pasta is cooked to your liking, stirring often. ,Once the noodles have softened, add the spiralized zucchini and mix to combine. ,Once the pasta is cooked and zucchini is soft, add the cheese to the pot and mix to melt and combine. Let simmer for 3-5 minutes.,Add the cooked chicken back into the pot and stir into the pasta. Simmer for 3-5 minutes to allow the chicken to heat through and the flavors to melt together while the sauce thickens. Taste and adjust seasonings, if needed. ",1.0,for serving,,583.0,10.0,36.0,37719,3.0,6,772.0,12.0,Cajun Chicken and Broccoli Alfredo,0,0,0,0,1
125,15.0,4.0,,Dessert,American,"If you're a fan of biscoff cookies then these melt in your mouth , are a holiday season must. This no-bake dessert is made with dark chocolate, biscoff cookie crumbs and protein powder for a boost of energy. With just a few simple ingredients you can have your cookie butter truffles… and eat them too. ",6.0,,No-Bake Biscoff Cookie Truffles (with added protein),https://ohsnapmacros.com/wp-content/uploads/2023/10/biscofftruffles-300x300.jpg,7,"[{'amount': '1', 'unit': 'cup', 'name': 'biscoff cookie crumbs', 'notes': '10 cookies'}, {'amount': '4', 'unit': 'Tbsp.', 'name': 'cookie butter', 'notes': '60g'}, {'amount': '1', 'unit': 'scoop', 'name': None, 'notes': '31g'}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'honey', 'notes': None}, {'amount': '1-2', 'unit': 'Tbsp.', 'name': 'almond milk', 'notes': 'see note'}, {'amount': '1/3', 'unit': 'cup', 'name': 'melted dark chocolate ', 'notes': None}, {'amount': '1', 'unit': 'Tbsp.', 'name': 'coconut oil', 'notes': None}]","Crush the Biscoff cookies in a food processor or place them in a ziplock bag and roll over them with a rolling pin until finely crushed.,In a mixing bowl, combine the Biscoff cookie crumbs, Biscoff cookie butter, protein powder, and honey. Mix until everything is well combined. If the mixture seems too dry, add a tablespoon of almond milk at a time until it becomes a moldable consistency. ,Using a 1 Tbsp. cookie scoop, form the mixture into small balls (about 1 inch in diameter or 17 grams each). Place them on a plate lined with parchment paper. Place in the freezer for 30-60 minutes to harden prior to coating in chocolate. ,Add the dark chocolate and coconut oil to a small bowl microwave-safe bowl and melt in 20-second intervals, stirring between each interval, until fully melted.,Dip each truffle into the melted chocolate using a fork or spoon, ensuring they are fully coated. Place them back onto the parchment paper.,Add crushed cookie crumbs on top and place in the refrigerator to set for at least 1 hour. ",,,,29.0,10.0,3.0,37351,2.0,12,30.0,10.0,Biscoff Cookie Truffles,0,0,0,0,1
65,4.0,10.0,,Appetizer,American,"Get the best of everything this holiday season with this low-fat, high-protein ,. This creamy dip is a blend of spicy, sweet, and tart and super easy to make. Made with only fresh ingredients, this lightened up holiday dip is one you can feel great about serving.",3.0,1.0,High Protein Cranberry Jalapeno Dip,https://ohsnapmacros.com/wp-content/uploads/2023/11/cranberryjalapenodip-14-300x300.jpg,10,"[{'amount': '1.5', 'unit': 'cups', 'name': 'low-fat cottage cheese', 'notes': '330g'}, {'amount': '1/2', 'unit': 'cup', 'name': 'non-fat Greek yogurt', 'notes': '112g'}, {'amount': '4', 'unit': 'oz.', 'name': '1/3 less fat cream cheese', 'notes': 'softened'}, {'amount': '1', 'unit': 'cup', 'name': 'fresh cranberries', 'notes': 'finely chopped'}, {'amount': '2', 'unit': 'small', 'name': 'jalapeños ', 'notes': 'seeded and finely chopped'}, {'amount': '1/4', 'unit': 'cup', 'name': 'red onion', 'notes': 'finely chopped'}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'fresh cilantro', 'notes': 'chopped'}, {'amount': None, 'unit': None, 'name': 'juice and zest of one lime', 'notes': None}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'honey or agave', 'notes': 'adjust based on desired sweetness'}, {'amount': None, 'unit': None, 'name': 'salt and pepper ', 'notes': 'to taste'}]","In a blender or food processor, blend the cottage cheese until smooth.,In a mixing bowl, combine the smoothed cottage cheese, Greek yogurt, and cream cheese. Mix until well combined. Set aside.,In a food processor, pulse the cranberries, jalapenos, red onion and cilantro until finely chopped. If you want a chunky dip leave them roughly chopped. The finer you chop the smoother the dip will be. ,Add the honey, lime zest and lime juice to the yogurt mixture and mix to combine. Add the chopped cranberries, jalapenos, red onion and cilantro and mix well, ensuring that the mix-ins evenly combine throughout the dip. If you prefer a sweeter taste, adjust by adding more honey or agave nectar. ,Cover the dip and refrigerate for at least 2 hours. This chilling period allows the flavors to intensify and meld together.,When done chilling remove from refrigerate and transfer to a serving dish. and serve with crackers, veggies, pita chips or fresh bread ",,to taste,,52.0,10.0,6.0,37011,2.0,10,150.0,3.0,Cranberry Jalapeno Dip,0,0,0,0,1
254,23.0,60.0,25.0,Main Course,American,"Your warm bowl of chili awaits! This Easy ,Recipe is a hearty mix of ground turkey, beans, veggies and flavorful spices. Fast, easy and makes amazing leftovers, this chili recipe is a family favorite.",2.0,7.0,Easy High-Protein Instant Pot Turkey Chili,https://ohsnapmacros.com/wp-content/uploads/2023/09/turkeychili-300x300.jpg,23,"[{'amount': '2', 'unit': 'lbs.', 'name': 'lean ground turkey ', 'notes': '99/1%'}, {'amount': '1', 'unit': 'tsp.', 'name': 'olive oil', 'notes': None}, {'amount': '1/2', 'unit': None, 'name': 'medium yellow onion', 'notes': 'chopped'}, {'amount': '2', 'unit': 'cloves', 'name': 'garlic', 'notes': 'minced'}, {'amount': '2', 'unit': 'cans', 'name': 'Great Northern beans, rinsed and drained ', 'notes': '15.5 oz. each'}, {'amount': '1', 'unit': 'can', 'name': 'chopped green chilis', 'notes': '4 oz.'}, {'amount': '1', 'unit': 'can ', 'name': 'Rotel Original Diced Tomatoes and Green Chilies', 'notes': '10 oz.'}, {'amount': '2', 'unit': 'tsp.', 'name': 'ground cumin', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'dried oregeno ', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'salt', 'notes': None}, {'amount': None, 'unit': None, 'name': 'fresh cracked pepper', 'notes': None}, {'amount': '3', 'unit': 'cups', 'name': 'low-sodium chicken broth', 'notes': None}, {'amount': '1', 'unit': 'cup', 'name': 'corn (frozen, fresh, or canned)', 'notes': '70g'}, {'amount': '1/2', 'unit': 'cup', 'name': 'fat-free half and half', 'notes': '105g'}, {'amount': '2', 'unit': 'Tbsp.', 'name': 'arrowroot powder', 'notes': 'cornstarch is fine too '}, {'amount': None, 'unit': None, 'name': 'shredded cheddar cheese', 'notes': None}, {'amount': None, 'unit': None, 'name': 'chopped fresh chives', 'notes': None}, {'amount': None, 'unit': None, 'name': 'diced avocado', 'notes': None}, {'amount': None, 'unit': None, 'name': 'Greek yogurt or sour cream', 'notes': None}, {'amount': None, 'unit': None, 'name': 'lime wedges', 'notes': None}, {'amount': None, 'unit': None, 'name': 'hot sauce', 'notes': None}, {'amount': None, 'unit': None, 'name': 'sliced jalapeño ', 'notes': None}, {'amount': None, 'unit': None, 'name': 'tortilla chips', 'notes': None}]","Turn on the Instant Pot to the sauté setting. Add the olive oil, ground turkey, onion, and garlic. Cook, breaking up the turkey with a spoon, until the turkey is browned and the onion is softened.,Add the cumin, oregano, salt and pepper and mix evenly into the turkey to coat. Add the beans, rotel, green chilies, chicken broth amd corn. Stir until well combined.,Close the lid on the Instant Pot and set the valve to the sealing position. Select Manual or Pressure Cook and set the timer for 15 minutes.,When the cooking cycle is complete, let the pressure release naturally for 10 minutes, then quick release the remaining pressure. Open the lid and turn the Instant Pot back to the sauté mode.,In a small bowl, whisk together the half and half and arrowroot powder. Stir the mixture into the chili. Cook the chili for an additional 3-5 minutes, stirring regularly, until it thickens to a creamy consistency.,Taste and adjust seasonings as necessary and serve with your favorite toppings. ",,,,340.0,10.0,33.0,33478,1.0,8,872.0,6.0,Instant Pot Turkey Chili,0,0,0,0,1
222,3.0,83.0,,"Appetizer, Side Dish",American,"Creamy, spicy and cheesy, this , is a shareable dish exploding with flavor. This high protein dip is made with a blend of cheeses, non-fat Greek yogurt, low-fat cream cheese, simple spices and hot sauce to deliver an addicting mouthwatering dip. Served with chips, veggies, crackers or pita, this dip is sure to be a crowd pleaser. ",13.0,,High Protein Crock Pot Buffalo Chicken Dip,https://ohsnapmacros.com/wp-content/uploads/2023/05/crockpotbuffalochickendip6-300x300.jpg,9,"[{'amount': '1 1/2', 'unit': 'lbs', 'name': 'boneless skinless chicken breast', 'notes': 'raw'}, {'amount': '1/2', 'unit': 'cup', 'name': ""Frank's Red Hot Sauce"", 'notes': None}, {'amount': '8', 'unit': 'oz', 'name': '1/3 less fat cream cheese', 'notes': 'cubed'}, {'amount': '1/2', 'unit': 'cup', 'name': 'non-fat Greek yogurt', 'notes': None}, {'amount': '1', 'unit': 'cup', 'name': 'sharp cheddar cheese', 'notes': 'shredded, 112g'}, {'amount': '1', 'unit': 'cup', 'name': 'low-moisture part-skim mozzarella cheese', 'notes': 'shredded, 112g'}, {'amount': '4', 'unit': None, 'name': 'green onions', 'notes': 'chopped'}, {'amount': '1', 'unit': 'tsp.', 'name': 'garlic powder', 'notes': None}, {'amount': '1', 'unit': 'tsp.', 'name': 'salt', 'notes': None}]","Add the raw chicken to a pot. Cover the chicken with water and set to boil for 15-20 minutes until the chicken is fully cooked through and no longer pink with an internal temperature of 165 degrees Fahrenheit. ,Remove the chicken from the water and shred with 2 forks or with a hand mixer in a bowl (my preferred method).,Add the shredded chicken, hot sauce, cream cheese, greek yogurt, shredded cheeses, green onions, garlic powder and salt to the crock pot. Stir together to slightly mix and set on low for 1.5 hours. Stir around the 1 hour mark to ensure even cooking.,Once done, give the buffalo chicken dip a good mix until evenly combined throughout.,Serve with chopped pita, crackers, chips or veggies. This is also great on toast as an open face sandwich.",,,,269.0,10.0,23.0,29557,7.0,10,584.0,1.0,Crock Pot Buffalo Chicken Dip,0,0,0,0,1
